Name,Age,Country,CGPA,Skill,Program
Antonio Smith,23,Burkina Faso,2.47,SQL,BS Information Technology
Melissa Thomas,20,Uzbekistan,3.93,Python,BS Computer Science
Nicholas Bradley,23,Papua New Guinea,2.58,Python,BS Software Engineering
Jose Diaz,19,Kuwait,2.99,Statistics,BS Data Science
Brian Galvan,23,Taiwan,3.52,Excel,BS Information Technology
Samuel Ford,23,Chile,2.65,Excel,BBA
Martin Patterson,20,Mayotte,3.99,SQL,BS Business Analytics
Joshua Booth,25,Taiwan,3.4,Statistics,BS Business Analytics
Bethany Berry,21,United States Minor Outlying Islands,2.3,Statistics,BS Business Analytics
Destiny Hunter,25,Moldova,2.37,Excel,BS Information Technology
Jacob Smith,22,Zimbabwe,3.39,Statistics,BS Data Science
Todd Myers,17,Germany,2.34,Management,BBA
Eric Pruitt,21,Jersey,2.37,SQL,BS Computer Science
Nancy Leonard,21,Sierra Leone,2.55,Risk Management,BS Accounting & Finance
Rachel Mata,18,Russian Federation,3.99,Excel,BS Information Technology
Dave Weber,16,Belgium,2.39,Python,BS Software Engineering
Margaret Shah,20,Kenya,3.95,Excel,BS Information Technology
Arthur Nguyen,22,Nepal,3.89,SQL,BS Computer Science
Robert Parker,24,Kyrgyz Republic,3.67,Python,BS Software Engineering
Carrie Smith,18,Pakistan,3.1,Python,BS Computer Science
Raymond Mitchell,25,Serbia,2.58,Financial Modelling,BS Accounting & Finance
Daniel Trevino,16,Vietnam,3.1,Risk Management,BS Accounting & Finance
Willie Franklin,17,Nicaragua,3.11,Python,BS Software Engineering
Paul Flowers,19,Tajikistan,3.75,Python,BS Computer Science
Jerry Rose,23,Latvia,3.27,Financial Modelling,BS Accounting & Finance
Dominique Navarro,23,North Macedonia,2.06,Statistics,BS Data Science
Kirsten Miller,16,Romania,2.72,SQL,BS Computer Science
Jared Stein,16,Taiwan,3.84,R,BS Data Science
Christopher Howard,18,Lithuania,3.57,SQL,BS Computer Science
Michele Sellers,20,Tokelau,2.23,Excel,BS Accounting & Finance
Connie Allen,25,Namibia,2.22,Python,BS Software Engineering
Jennifer Horne,23,Estonia,3.21,Python,BS Computer Science
Michael Williams,18,Chad,3.71,SQL,BS Computer Science
Chelsea Watkins,16,Ghana,2.15,Excel,BS Accounting & Finance
Nicholas Terry,19,Guyana,2.73,Management,BBA
David Rose,18,Vanuatu,2.3,Excel,BS Information Technology
Adam Wolfe,20,Syrian Arab Republic,2.13,Python,BS Data Science
Megan Davis,19,Latvia,2.43,SQL,BS Computer Science
Brenda Gray,25,Canada,3.27,SQL,BS Information Technology
Larry Mcmillan,18,Sierra Leone,2.17,Python,BS Software Engineering
Janet Davis,25,Christmas Island,3.18,Statistics,BS Data Science
Michael Mckenzie,23,Hungary,2.62,Management,BBA
James Perez,24,Zambia,3.7,Excel,BS Business Analytics
Joshua Martinez,19,Chile,2.63,Excel,BS Accounting & Finance
Dakota Hernandez,18,Tanzania,3.45,SQL,BS Computer Science
Mr. Craig Williams,16,Netherlands,3.86,Python,BS Software Engineering
Donald Hernandez,18,Monaco,3.63,Python,BS Computer Science
Patricia Gonzalez,21,Papua New Guinea,3.49,SQL,BS Computer Science
Emily Hanson,20,Algeria,3.86,SQL,BS Business Analytics
George Green,21,Ecuador,3.97,Excel,BS Accounting & Finance
Sara Leonard,23,Gibraltar,2.45,Python,BS Computer Science
Michael Williams,16,Brazil,3.75,Python,BS Software Engineering
Ann Riley,21,Suriname,3.61,Python,BS Software Engineering
Robert Williams,17,Dominican Republic,2.14,SQL,BS Information Technology
Ryan Williams,18,Suriname,2.68,SQL,BS Computer Science
Heather Morris,25,Colombia,2.28,Python,BS Software Engineering
Barbara Larsen,20,United States Minor Outlying Islands,3.35,Python,BS Software Engineering
Andrew Mckee,22,Montenegro,2.57,Excel,BBA
Lindsey Sheppard,22,Uruguay,3.43,Excel,BBA
Robert Thomas,24,Jordan,3.5,Excel,BS Accounting & Finance
Jared Nichols,25,Poland,3.64,Python,BS Data Science
Heather Parker,23,Thailand,3.9,Python,BS Software Engineering
Amanda Hicks,20,Kyrgyz Republic,2.36,SQL,BS Computer Science
Luis Gonzalez,18,Sao Tome and Principe,3.73,Python,BS Data Science
Lindsey Hernandez,20,Armenia,3.94,Risk Management,BS Accounting & Finance
Emily George,23,Marshall Islands,2.05,R,BS Data Science
John Ruiz,19,Chile,2.26,Excel,BS Information Technology
Nathan Jenkins,22,Brunei Darussalam,2.65,Statistics,BS Data Science
Rodney Gray,23,Eritrea,2.2,Excel,BS Business Analytics
Mr. Alexander Clark DDS,23,Reunion,2.71,Statistics,BS Data Science
Kevin Meyer,18,New Zealand,2.93,Risk Management,BS Accounting & Finance
Howard Estrada,18,Iraq,2.62,SQL,BS Business Analytics
Jessica Rodriguez,22,Tanzania,3.16,SQL,BS Information Technology
Wendy Harris,16,Lithuania,2.85,Risk Management,BS Accounting & Finance
Angela Sanders,22,British Virgin Islands,2.86,SQL,BS Computer Science
Lisa Jones,17,Cyprus,2.43,SQL,BS Business Analytics
Leslie Oneill,22,Cuba,3.6,Excel,BS Accounting & Finance
James Hale,17,Philippines,2.89,Excel,BS Accounting & Finance
Chad George,25,Chile,3.14,None,BBA
Chelsea Morales,21,Ghana,3.11,Statistics,BS Data Science
Lauren Lee,20,Guinea-Bissau,2.19,Python,BS Software Engineering
Patrick Barnes,22,French Guiana,2.06,Financial Modelling,BS Accounting & Finance
Vincent Williamson,17,Lithuania,3.66,Excel,BS Business Analytics
Timothy Ball,16,Montenegro,3,SQL,BS Business Analytics
Jordan Campbell,19,Uzbekistan,3.86,Python,BS Computer Science
Jeffrey Perry,20,Grenada,2.4,Financial Modelling,BS Accounting & Finance
Crystal Copeland,24,Estonia,3,Management,BBA
Brianna Smith,22,Sierra Leone,2.85,Financial Modelling,BS Accounting & Finance
Patrick Harris,16,Uruguay,3.98,Excel,BS Accounting & Finance
Sarah Hill,17,Iceland,2.57,Python,BS Computer Science
Katelyn Kennedy,16,Tonga,3.39,R,BS Data Science
Stephanie Buchanan,17,Azerbaijan,3.68,Python,BS Computer Science
Jeremy Webb,24,New Caledonia,2.64,Risk Management,BS Accounting & Finance
Frank Young,21,Zimbabwe,2.58,Financial Modelling,BS Accounting & Finance
Chad Francis,19,Korea,3.4,R,BS Data Science
Courtney Carpenter,20,Turks and Caicos Islands,2.25,Python,BS Computer Science
Kyle Rowe,18,Liberia,3.23,Excel,BS Information Technology
Dr. Janice Burns,19,Turkmenistan,2.65,SQL,BS Computer Science
Samuel Figueroa,19,Saint Vincent and the Grenadines,2.5,Python,BS Software Engineering
Angela Horton,25,Hungary,3.5,SQL,BS Computer Science
Glenda Jefferson,19,Cote d'Ivoire,3.02,Excel,BBA
Elizabeth Brown,19,Georgia,2.5,None,BBA
Julia Williams,22,Kenya,3.36,Statistics,BS Business Analytics
Aaron Davis,21,South Georgia and the South Sandwich Islands,3.3,None,BBA
Mr. Craig Ford,25,Sudan,2.63,Excel,BS Information Technology
Taylor Myers,24,Venezuela,3.7,Python,BS Software Engineering
Vanessa Stark,16,Congo,3.71,Excel,BS Information Technology
Steve Martin,25,Tonga,3.86,Statistics,BS Data Science
Frances Reynolds,25,Ecuador,2.64,Excel,BBA
Steven Harper,18,Uruguay,2.06,Statistics,BS Data Science
David Sosa,16,Tokelau,3.47,SQL,BS Business Analytics
Deborah Johnson,24,Guadeloupe,3.97,R,BS Data Science
Michael Lee,23,Singapore,3.2,Excel,BS Accounting & Finance
George Mullins,19,Trinidad and Tobago,3.66,Financial Modelling,BS Accounting & Finance
Gregory Neal,20,Cyprus,3.06,R,BS Data Science
Michael Jordan,22,Burkina Faso,3.87,Management,BBA
Richard Olsen,23,Hong Kong,2.63,Excel,BS Information Technology
Lawrence Thornton,21,North Macedonia,2.19,Python,BS Software Engineering
Donald Martin,17,Sweden,3.45,Python,BS Software Engineering
Christopher Gates,16,Oman,3.28,Excel,BS Information Technology
Lisa Downs,25,Comoros,3.42,Financial Modelling,BS Accounting & Finance
Lori Harris,25,French Southern Territories,3.41,Python,BS Software Engineering
Laura Marshall,23,Grenada,3.84,Excel,BBA
Mr. Zachary Morrow,21,Isle of Man,3.17,SQL,BS Business Analytics
Justin Palmer,22,Australia,2.39,None,BBA
Thomas Wiggins,24,Jordan,2.67,Python,BS Software Engineering
Mackenzie Lee,17,Jordan,3.15,None,BBA
Scott Smith,23,Libyan Arab Jamahiriya,3.1,Excel,BBA
Cheryl Kane,18,Nigeria,3.35,Management,BBA
Rachel Reed,18,Timor-Leste,2.95,Python,BS Software Engineering
Rachael Lopez,20,Chile,3.93,Financial Modelling,BS Accounting & Finance
Robert Tyler,25,South Georgia and the South Sandwich Islands,3.95,SQL,BS Information Technology
Michael Rogers,18,Honduras,2.44,Python,BS Data Science
Emily David,16,Timor-Leste,3.29,Python,BS Computer Science
Caleb Owens,20,Haiti,2.7,Statistics,BS Business Analytics
Ruth Ayala,18,Kiribati,2.5,Python,BS Software Engineering
Phillip Jackson,18,Palestinian Territory,3.37,Python,BS Software Engineering
Timothy Valdez,19,Guam,2.75,SQL,BS Information Technology
Karen Graves,23,Spain,2.64,SQL,BS Computer Science
Megan Daniel,19,Bahamas,3.54,Excel,BS Business Analytics
Michelle Hernandez,25,Congo,2.13,Financial Modelling,BS Accounting & Finance
Donna Burns,23,China,3.46,Excel,BS Accounting & Finance
Barbara Dyer,25,Jordan,2.92,Python,BS Software Engineering
Jim Nguyen,24,Tuvalu,2.81,Excel,BS Business Analytics
Nathan Santiago,21,Georgia,3.02,Python,BS Data Science
Emily Henderson,20,Panama,2.77,Excel,BS Information Technology
Angelica Williams,19,Zimbabwe,3.06,Python,BS Data Science
Kristina Ortiz,24,Bhutan,2.12,Excel,BS Information Technology
Jeffrey Anthony,18,Norway,2.41,R,BS Data Science
Ashley Jones,19,Falkland Islands (Malvinas),2.86,Python,BS Software Engineering
Andrew Oconnell DDS,19,Croatia,3.38,Python,BS Data Science
Anthony Morales,23,Andorra,2.1,Python,BS Data Science
Brian Moore,16,Chile,3.76,Excel,BS Information Technology
Brent Alvarez,24,Switzerland,2.51,SQL,BS Computer Science
Monique Ingram,20,Belize,2.16,R,BS Data Science
Adam Lozano MD,20,Sao Tome and Principe,3.06,Python,BS Software Engineering
Anne Johnson,22,Rwanda,3.19,SQL,BS Information Technology
Anthony Wilson,17,Bulgaria,3.95,Excel,BS Information Technology
Kathleen Jacobs,21,Saint Pierre and Miquelon,2.79,Python,BS Software Engineering
Tina Crane,21,Puerto Rico,2.05,Financial Modelling,BS Accounting & Finance
Robert Reed,17,Kuwait,2.5,SQL,BS Information Technology
Thomas Wagner,21,Oman,3.63,Python,BS Software Engineering
Glen Medina,25,Luxembourg,3.87,Financial Modelling,BS Accounting & Finance
Becky Clark,22,Martinique,3.42,Excel,BS Information Technology
Michael Parks,25,Taiwan,3.59,Financial Modelling,BS Accounting & Finance
Mia Curry,21,French Guiana,3.59,SQL,BS Business Analytics
Lindsey Hall,21,Slovenia,3.97,Financial Modelling,BS Accounting & Finance
Timothy Chavez,23,Cameroon,2.58,Financial Modelling,BS Accounting & Finance
Alexis Smith,17,Spain,2.97,Statistics,BS Business Analytics
Jennifer Stephenson,21,Bouvet Island (Bouvetoya),3.17,Python,BS Software Engineering
Dr. William Miller,20,Singapore,3.31,Python,BS Computer Science
Jason Acosta,22,Canada,2.93,Statistics,BS Business Analytics
Katherine Burke,21,Niue,2.72,Financial Modelling,BS Accounting & Finance
Jeffrey Ford,18,Palau,2.3,Python,BS Data Science
Chelsea Wright,17,Andorra,3.52,SQL,BS Computer Science
Pamela Reynolds,17,Nicaragua,2.17,SQL,BS Computer Science
Nancy Morris,25,Congo,2.77,SQL,BS Computer Science
Norman Moore,18,Cook Islands,2.42,SQL,BS Information Technology
Doris Ruiz,22,Cocos (Keeling) Islands,3.03,Financial Modelling,BS Accounting & Finance
Brandon Lane,24,Burkina Faso,3.82,Python,BS Software Engineering
Walter Kim,21,Ghana,3.07,SQL,BS Business Analytics
Diana Jones,20,Lesotho,3.1,Financial Modelling,BS Accounting & Finance
Vincent King,24,Saint Lucia,2.73,Risk Management,BS Accounting & Finance
Kimberly Reese,16,Marshall Islands,2.98,Excel,BS Information Technology
Stacy Perez,19,Jamaica,3.07,Python,BS Computer Science
John Benitez,22,Guam,3.19,Statistics,BS Data Science
Carmen Taylor,22,Armenia,2.92,Excel,BS Information Technology
Amanda Thompson,22,Romania,2.01,Statistics,BS Business Analytics
Jeffrey Andrews,24,Czech Republic,2.02,Python,BS Software Engineering
Mr. James Rivas,22,Oman,3.75,Python,BS Data Science
Rachel Manning,16,Cocos (Keeling) Islands,3.25,SQL,BS Computer Science
Ashley Thompson,17,Christmas Island,2.53,Python,BS Computer Science
Ryan Williams,17,Indonesia,3.37,Python,BS Computer Science
Michael Taylor,25,Palau,3.84,Excel,BS Information Technology
Matthew Maxwell,21,Saudi Arabia,2.66,Excel,BS Accounting & Finance
Brianna Padilla,24,Cayman Islands,2.1,SQL,BS Computer Science
Kristen Mueller,25,Barbados,3.83,Python,BS Software Engineering
Edgar Bryan,22,Korea,2.96,Python,BS Computer Science
Tommy Davis,19,Bolivia,2.21,R,BS Data Science
Michelle Brock,25,Tuvalu,3.97,Python,BS Software Engineering
Karen Lee,20,Vietnam,3.12,SQL,BS Information Technology
Timothy Brennan,19,Micronesia,2.6,SQL,BS Computer Science
Kara Williams,21,Solomon Islands,3.51,Python,BS Computer Science
Edwin Clark,25,South Georgia and the South Sandwich Islands,2.27,None,BBA
William Nixon,19,Guyana,2.44,Statistics,BS Data Science
Deborah Morgan,21,Saint Vincent and the Grenadines,3.07,Python,BS Software Engineering
Annette Johnson,23,Swaziland,3.31,Statistics,BS Business Analytics
Nicholas Glass,24,Mongolia,2.11,SQL,BS Business Analytics
Jessica Schneider,17,Senegal,2.79,SQL,BS Computer Science
James Hill,16,Korea,2.31,Python,BS Computer Science
Michelle Harvey,20,Burkina Faso,2.1,Python,BS Software Engineering
Nathaniel Bryant,22,Saint Kitts and Nevis,2.44,None,BBA
Michelle Jones,22,Thailand,3.08,SQL,BS Information Technology
Robert Walker,24,Cocos (Keeling) Islands,2.57,Excel,BS Information Technology
Paul Mcdonald,22,Mauritania,3.42,R,BS Data Science
Jessica Cruz DDS,22,Taiwan,2.95,SQL,BS Information Technology
Luke Montoya,22,Western Sahara,4,Statistics,BS Data Science
Steven Martinez,19,Antarctica (the territory South of 60 deg S),2.48,SQL,BS Computer Science
Joshua Campos,21,Vietnam,3.33,Python,BS Software Engineering
Lacey Romero,19,Bosnia and Herzegovina,3.05,Excel,BS Business Analytics
Daniel Torres,20,Qatar,2.89,Python,BS Computer Science
Michele Charles,23,Andorra,2.39,Statistics,BS Data Science
Michael Wagner,20,Kazakhstan,2.87,Risk Management,BS Accounting & Finance
Marie Foster,25,New Caledonia,3.99,Python,BS Computer Science
Amanda Atkinson,21,Saudi Arabia,3.71,Excel,BS Information Technology
Dan Lambert,24,Luxembourg,3.33,SQL,BS Computer Science
Melinda Swanson,23,Andorra,2.92,Excel,BS Business Analytics
Michael Hughes,21,Afghanistan,2.68,Excel,BBA
Michael Watson,19,Taiwan,3.03,Excel,BBA
Judy Ochoa,21,British Indian Ocean Territory (Chagos Archipelago),3.02,Management,BBA
Samantha Rodriguez,16,Kyrgyz Republic,3.18,SQL,BS Information Technology
Mr. Kevin Harris,22,Saint Barthelemy,3.56,None,BBA
Heather Mcbride,18,Niger,3.64,SQL,BS Information Technology
Kristin Rodriguez,16,Wallis and Futuna,2.15,Excel,BS Information Technology
Gerald Christensen,22,Czech Republic,3.98,Excel,BS Information Technology
Andrea Yates,24,Uruguay,3.48,Excel,BS Accounting & Finance
Jason Morgan,24,Tajikistan,2.15,SQL,BS Computer Science
Elizabeth Brown,19,Greenland,2.45,Excel,BS Information Technology
Anthony Weiss,24,Cook Islands,3.35,Python,BS Software Engineering
Crystal Francis,22,Syrian Arab Republic,3.22,Python,BS Software Engineering
Christina Dixon,21,Haiti,3.78,Python,BS Software Engineering
Melissa Thompson,21,Sweden,3.77,Python,BS Computer Science
Juan Horton,19,Tunisia,2.34,SQL,BS Information Technology
Mary Hood,20,Western Sahara,2.56,Excel,BS Information Technology
Ms. Kimberly Ward,18,Greenland,3.72,Statistics,BS Data Science
Steven Macdonald,20,Cape Verde,3.9,Python,BS Computer Science
Roberto Clark,21,Denmark,2.02,R,BS Data Science
Brenda Gill,18,Tonga,3.27,SQL,BS Information Technology
Brandy Morgan,18,Honduras,2.97,Management,BBA
Theodore Pope,22,France,3.6,Excel,BS Information Technology
Tammy Schultz,16,Mauritania,3.55,Excel,BS Business Analytics
Katherine Cowan,21,Somalia,3.98,Python,BS Software Engineering
Michael Richardson,21,Lebanon,3.44,Python,BS Software Engineering
Christopher Peters,22,Panama,3.26,Excel,BS Accounting & Finance
Rachel Smith MD,18,Libyan Arab Jamahiriya,2.14,Excel,BS Information Technology
Jane Zimmerman,23,Martinique,3.43,Excel,BS Accounting & Finance
Anna Cole,19,Dominica,2.78,Python,BS Data Science
Joseph Rice,25,Guatemala,2.83,SQL,BS Computer Science
Susan Boyd,23,Tajikistan,2.61,SQL,BS Computer Science
Bryan Miles,18,Solomon Islands,3.39,Statistics,BS Business Analytics
Michelle Vaughn,18,Hungary,3.48,Excel,BBA
Tyler Holmes,22,Bahrain,2.06,SQL,BS Information Technology
Daniel Johnson,23,Venezuela,3.68,Statistics,BS Business Analytics
Joshua Sheppard,16,Oman,2.13,Statistics,BS Business Analytics
Crystal Brown,17,Czech Republic,3.89,SQL,BS Business Analytics
Teresa Price,21,Singapore,2.89,Python,BS Software Engineering
Taylor Owens,20,Holy See (Vatican City State),3.45,Statistics,BS Business Analytics
Stephanie King,22,Colombia,2.97,Financial Modelling,BS Accounting & Finance
Mary Rodriguez,16,Vietnam,2.16,SQL,BS Computer Science
Christina Christensen,21,Saint Barthelemy,2.24,Financial Modelling,BS Accounting & Finance
Elizabeth Thomas,20,Argentina,2.9,Excel,BS Accounting & Finance
Zachary Hanson,17,British Virgin Islands,2.98,Python,BS Computer Science
Lawrence Williams,23,Christmas Island,3.68,SQL,BS Business Analytics
Christopher Ross,18,Cambodia,3.03,Excel,BS Information Technology
Gary Patel,25,Guam,3.33,Excel,BS Accounting & Finance
Brian Olson,17,Seychelles,2.77,Python,BS Data Science
Elizabeth Gray,18,Bolivia,3.27,Python,BS Software Engineering
Bonnie Stokes,24,Ecuador,2.81,Python,BS Software Engineering
Adam Jensen,23,Saint Helena,2.09,Python,BS Computer Science
Ashley Anderson,18,Panama,3.82,Management,BBA
Brandon Kirk,25,Nauru,3.41,Python,BS Software Engineering
Angela Sanchez,16,Syrian Arab Republic,3.07,Python,BS Data Science
Diane Johnson,19,Haiti,2.75,SQL,BS Business Analytics
Russell Cochran,22,Cuba,3.56,None,BBA
Ashley Mercer,17,Gambia,2.03,Statistics,BS Data Science
Amanda Roberts,17,Paraguay,2.33,Excel,BS Information Technology
Brenda Palmer,24,Palestinian Territory,3.32,Excel,BS Information Technology
Tamara Rubio,18,Holy See (Vatican City State),3.39,None,BBA
Taylor Berry,17,Sierra Leone,3.99,Python,BS Computer Science
Lauren Bryant,24,Egypt,2.1,R,BS Data Science
Jillian Bell,18,Palau,3.13,Statistics,BS Data Science
Daniel Miller,25,Greenland,2.79,SQL,BS Information Technology
Kayla Jordan,18,Ireland,3.31,Python,BS Software Engineering
Aimee Lucas,16,Cape Verde,2,SQL,BS Information Technology
Elizabeth Norris,20,Heard Island and McDonald Islands,3.65,Python,BS Software Engineering
Susan Smith,21,Saint Barthelemy,2.57,Excel,BBA
Gail Johnson,17,Dominican Republic,3.66,Excel,BS Business Analytics
Jacqueline Zimmerman,17,Saint Vincent and the Grenadines,2.08,Excel,BBA
Donald Davis,24,Senegal,2.99,Excel,BS Business Analytics
Jacob Gould,22,Madagascar,2.05,Risk Management,BS Accounting & Finance
Jeffrey Berg,23,Kenya,3.74,Python,BS Software Engineering
